1 	 0.000000e+00 
2 	 0.000000e+00 
3 	 0.000000e+00 
4 	 0.000000e+00 
5 	 0.000000e+00 
6 	 0.000000e+00 
7 	 3.148567e-06 
8 	 3.142970e-06 
9 	 3.139126e-06 
10 	 3.143901e-06 
11 	 3.168381e-06 
12 	 3.203825e-06 
13 	 3.229073e-06 
14 	 3.233903e-06 
15 	 3.224966e-06 
16 	 3.212296e-06 
17 	 3.199924e-06 
18 	 3.187823e-06 
19 	 3.176380e-06 
20 	 3.166929e-06 
21 	 3.159806e-06 
22 	 3.153399e-06 
23 	 3.145586e-06 
24 	 3.135897e-06 
25 	 3.125914e-06 
26 	 3.117727e-06 
27 	 3.112218e-06 
28 	 3.108523e-06 
29 	 3.104896e-06 
30 	 3.100137e-06 
31 	 3.094243e-06 
32 	 3.087899e-06 
33 	 3.081663e-06 
34 	 3.075722e-06 
35 	 3.070123e-06 
36 	 3.064925e-06 
37 	 3.060098e-06 
38 	 3.055506e-06 
39 	 3.051119e-06 
40 	 3.047115e-06 
41 	 3.043569e-06 
42 	 3.039893e-06 
43 	 3.034467e-06 
44 	 3.024739e-06 
45 	 3.007948e-06 
46 	 2.982790e-06 
47 	 2.951999e-06 
48 	 2.924259e-06 
49 	 2.912365e-06 
50 	 2.926230e-06 
51 	 2.964556e-06 
52 	 3.012762e-06 
53 	 3.050813e-06 
54 	 3.065378e-06 
55 	 3.056379e-06 
56 	 3.033699e-06 
57 	 3.008804e-06 
58 	 2.988631e-06 
59 	 2.974703e-06 
60 	 2.965482e-06 
61 	 2.958906e-06 
62 	 2.953669e-06 
63 	 2.949386e-06 
64 	 2.946243e-06 
65 	 2.944535e-06 
66 	 2.944309e-06 
67 	 2.945204e-06 
68 	 2.946540e-06 
69 	 2.947574e-06 
70 	 2.947786e-06 
71 	 2.947046e-06 
72 	 2.945579e-06 
73 	 2.943796e-06 
74 	 2.942076e-06 
75 	 2.940615e-06 
76 	 2.939392e-06 
77 	 2.938224e-06 
78 	 2.936892e-06 
79 	 2.935236e-06 
80 	 2.933205e-06 
81 	 2.930845e-06 
82 	 2.928245e-06 
83 	 2.925490e-06 
84 	 2.922651e-06 
85 	 2.919803e-06 
86 	 2.917064e-06 
87 	 2.914595e-06 
88 	 2.912577e-06 
89 	 2.911148e-06 
90 	 2.910352e-06 
91 	 2.910126e-06 
92 	 2.910328e-06 
93 	 2.910799e-06 
94 	 2.911401e-06 
95 	 2.912035e-06 
96 	 2.912607e-06 
97 	 2.912986e-06 
98 	 2.912961e-06 
99 	 2.912235e-06 
100 	 2.910446e-06 
101 	 2.907214e-06 
102 	 2.902204e-06 
103 	 2.895185e-06 
104 	 2.886081e-06 
105 	 2.874993e-06 
106 	 2.862205e-06 
107 	 2.848162e-06 
108 	 2.833412e-06 
109 	 2.818541e-06 
110 	 2.804088e-06 
111 	 2.790481e-06 
112 	 2.777987e-06 
113 	 2.766708e-06 
114 	 2.756604e-06 
115 	 2.747551e-06 
116 	 2.739407e-06 
117 	 2.732069e-06 
118 	 2.725509e-06 
119 	 2.719795e-06 
120 	 2.715094e-06 
121 	 2.711689e-06 
122 	 2.710037e-06 
123 	 2.710896e-06 
124 	 2.715511e-06 
125 	 2.725868e-06 
126 	 2.744907e-06 
127 	 2.776624e-06 
128 	 2.825873e-06 
129 	 2.897754e-06 
130 	 2.996514e-06 
131 	 3.124049e-06 
132 	 3.278309e-06 
133 	 3.452082e-06 
