4.47E-03	5.29E-03	8.41E-03	9.97E-02
4.52E-03	6.14E-03	9.23E-03	1.03E-01
4.62E-03	7.83E-03	1.09E-02	1.11E-01
4.73E-03	9.53E-03	1.25E-02	1.19E-01
5.32E-03	1.12E-02	1.53E-02	1.48E-01
6.59E-03	1.19E-02	1.91E-02	2.06E-01
3.16E-03	1.23E-02	1.10E-02	5.37E-02
3.65E-03	1.22E-02	1.21E-02	7.55E-02
4.14E-03	1.22E-02	1.33E-02	9.73E-02
4.63E-03	1.21E-02	1.44E-02	1.19E-01
