-4.649999999999999967e-02,2.589267699999999936e-02,2.056622300000000153e-02,-5.244987000000000434e-03,5.209632399999999941e-02,-4.685133799999999932e-02,-2.418881499999999893e-02,3.255387399999999654e-02,-8.365058999999999342e-03,-1.547220499999999929e-02,3.742560600000000015e-02,-2.195340100000000086e-02,-3.370445300000000227e-02,8.961235999999999161e-03,2.474321700000000138e-02,-3.075307500000000124e-02,1.029925289999999993e-01,-7.223945399999999462e-02,-3.406922899999999949e-02,-5.658893499999999993e-02,9.065816399999999942e-02,4.052212899999999701e-02,5.941110799999999720e-02,-9.993323699999999421e-02,2.713834799999999964e-02,3.060514799999999869e-02,-5.774349599999999832e-02,2.580888199999999827e-02,4.642558900000000321e-02,-7.223446999999999507e-02
-7.639999999999999569e-02,6.033681500000000197e-02,1.607644600000000118e-02,-2.196558100000000138e-02,-1.103894999999999920e-03,2.306947700000000143e-02,5.050742000000000426e-03,7.014099999999999675e-03,-1.206484199999999923e-02,3.651823099999999822e-02,6.376904099999999853e-02,-1.002872719999999968e-01,-8.933287999999999299e-03,8.677853600000000334e-02,-7.784524800000000577e-02,-2.402848999999999957e-02,4.744697800000000076e-02,-2.341848900000000067e-02,-5.154726400000000236e-02,-5.233180500000000207e-02,1.038790680000000050e-01,3.607360999999999901e-02,6.392638999999999960e-02,-1.000000000000000056e-01,2.798338200000000109e-02,5.887381600000000242e-02,-8.685719799999999657e-02,-1.100211899999999944e-02,4.626671100000000203e-02,-3.526459199999999738e-02
-4.519999999999999712e-02,5.802564799999999912e-02,-1.280239799999999956e-02,2.402529999999999943e-03,1.229779100000000062e-02,-1.470032100000000057e-02,-4.972523300000000063e-02,8.498771000000000450e-03,4.122646099999999897e-02,-1.842219200000000043e-02,8.693305399999999572e-02,-6.851086200000000570e-02,-5.735859999999999527e-04,6.157740999999999909e-02,-6.100382399999999816e-02,-6.055924299999999871e-02,-1.600038399999999944e-02,7.655962700000000509e-02,-3.294616899999999737e-02,6.295873200000000336e-02,-3.001256299999999905e-02,4.951718499999999828e-02,5.048281500000000033e-02,-1.000000000000000056e-01,3.190734399999999721e-02,6.809265600000000140e-02,-1.000000000000000056e-01,-2.200667999999999808e-03,8.389902999999999944e-02,-8.169836299999999607e-02
-4.510000000000000120e-02,7.072807400000000189e-02,-2.567263700000000162e-02,2.029598499999999903e-02,4.556404199999999904e-02,-6.586002700000000154e-02,-4.856092800000000320e-02,6.310835700000000381e-02,-1.454742900000000061e-02,-1.042274099999999926e-02,7.372177500000000328e-02,-6.329903400000000402e-02,-5.072590700000000064e-02,5.312196100000000226e-02,-2.396053999999999892e-03,-4.118824999999999570e-03,2.837963799999999870e-02,-2.426081299999999913e-02,-4.631012200000000217e-02,-3.499209999999999994e-03,4.980933099999999836e-02,4.891065900000000216e-02,5.108934100000000339e-02,-1.000000000000000056e-01,1.641038800000000145e-02,1.386150100000000003e-02,-3.027188899999999974e-02,2.281990700000000039e-02,6.709116599999999375e-02,-8.991107299999999414e-02
-4.529999999999999999e-02,7.387064200000000025e-02,-2.858742400000000017e-02,6.154388999999999693e-03,5.989203900000000108e-02,-6.604642800000000424e-02,-1.194772600000000053e-02,6.709871700000000216e-02,-5.515099200000000285e-02,-2.062621499999999983e-02,4.242693399999999948e-02,-2.180071899999999965e-02,-1.049828799999999972e-02,8.820763700000000540e-02,-7.770934799999999754e-02,-1.387368400000000071e-02,5.740691199999999744e-02,-4.353322899999999968e-02,-8.860700500000000257e-02,-6.652362600000000237e-02,1.551306309999999911e-01,4.199711200000000311e-02,5.800288800000000244e-02,-1.000000000000000056e-01,1.739506999999999946e-03,2.855904700000000060e-02,-3.029855399999999838e-02,3.249036300000000127e-02,4.912705199999999744e-02,-8.161741599999999819e-02
-4.850000000000000144e-02,1.989326500000000025e-02,2.858718500000000107e-02,-1.775735900000000034e-02,4.212009500000000323e-02,-2.436273699999999889e-02,-2.926434099999999927e-02,5.676301500000000000e-02,-2.749867400000000073e-02,-2.005486299999999916e-02,8.615547699999999420e-02,-6.610061400000000198e-02,-2.259443800000000141e-02,5.028361900000000162e-02,-2.768918100000000021e-02,-4.437664999999999665e-02,-5.004309000000000188e-03,4.938095800000000257e-02,-3.636332600000000137e-02,-4.083351400000000131e-02,7.719683900000000321e-02,4.865812800000000188e-02,5.134187199999999673e-02,-1.000000000000000056e-01,-4.368971999999999613e-03,1.029238000000000028e-02,-5.923407999999999798e-03,8.052369999999999884e-04,8.081284599999999374e-02,-8.161808399999999353e-02
-7.019999999999999851e-02,1.071248070000000024e-01,-3.693337900000000229e-02,5.398318000000000040e-03,1.666935799999999870e-02,-2.206767600000000135e-02,1.322070200000000084e-02,4.353586200000000156e-02,-5.675656500000000187e-02,-3.659378299999999778e-02,3.430172599999999766e-02,2.292057000000000122e-03,5.510510000000000202e-05,4.658554399999999956e-02,-4.664064999999999878e-02,-1.772888099999999842e-02,3.135127100000000000e-02,-1.362238900000000037e-02,-5.070517199999999974e-02,-1.025538389999999939e-01,1.532590110000000005e-01,2.660566799999999898e-02,4.819692500000000157e-02,-7.480259300000000056e-02,2.606182099999999890e-02,3.729140799999999811e-02,-6.335322899999999702e-02,3.042463299999999954e-02,6.957536699999999907e-02,-1.000000000000000056e-01
-3.359999999999999792e-02,5.184570599999999835e-02,-1.822542200000000154e-02,-7.200410000000000404e-04,5.330238000000000337e-02,-5.258233899999999877e-02,-2.175521399999999841e-02,5.970115599999999828e-02,-3.794594200000000334e-02,-4.609598100000000115e-02,6.562042999999999349e-02,-1.952444899999999928e-02,-1.714840999999999935e-03,2.924702800000000130e-02,-2.753218799999999911e-02,-1.659357100000000140e-02,6.258349800000000129e-02,-4.598992799999999936e-02,-6.187476299999999929e-02,1.874694000000000100e-03,6.000006900000000309e-02,4.438981300000000019e-02,5.561018699999999843e-02,-1.000000000000000056e-01,1.156000700000000062e-02,5.785859599999999825e-02,-6.941860299999999540e-02,2.801777600000000118e-02,5.008091099999999879e-02,-7.809868699999999997e-02
-4.220000000000000140e-02,1.486747089999999882e-01,-1.064331510000000036e-01,-3.118804500000000104e-02,1.229024199999999983e-02,1.889780300000000121e-02,-4.774836100000000305e-02,1.789347599999999844e-02,2.985488500000000114e-02,-4.467374400000000134e-02,2.803674299999999939e-02,1.663700099999999849e-02,-5.423724999999999900e-03,3.499681100000000267e-02,-2.957308599999999843e-02,-3.749867999999999951e-03,2.810250900000000121e-02,-2.435264100000000126e-02,-6.584900000000000302e-03,3.318716599999999711e-02,-2.660226699999999889e-02,3.577810399999999807e-02,4.670661400000000046e-02,-8.248471799999999854e-02,4.549172499999999675e-02,5.450827500000000186e-02,-1.000000000000000056e-01,1.589645500000000031e-02,7.300020599999999804e-02,-8.889666100000000182e-02
2.009999999999999981e-02,1.197081920000000049e-01,-1.398531110000000022e-01,-8.764890000000000441e-04,5.536162099999999975e-02,-5.448513199999999862e-02,-9.736009999999999803e-03,4.139183099999999699e-02,-3.165582100000000065e-02,-2.012556500000000151e-02,3.168436300000000011e-02,-1.155879800000000034e-02,-4.844831699999999769e-02,-1.101455099999999916e-02,5.946286800000000206e-02,-1.026432799999999965e-02,-3.525152399999999936e-02,4.551585300000000195e-02,-7.651304400000000228e-02,-3.675711999999999730e-02,1.132701640000000065e-01,3.598820800000000070e-02,5.622300899999999740e-02,-9.221121799999999757e-02,1.855146599999999910e-02,8.144853400000000299e-02,-1.000000000000000056e-01,1.968032200000000009e-02,8.031869199999999709e-02,-9.999901499999999666e-02
-3.670000000000000345e-02,1.123021089999999972e-01,-7.561940200000000223e-02,-3.038878000000000065e-02,5.591210600000000308e-02,-2.552332599999999896e-02,-4.145488700000000276e-02,6.421528899999999485e-02,-2.276040199999999902e-02,2.177991799999999881e-02,1.348399839999999961e-01,-1.566199010000000058e-01,8.578620999999999816e-03,4.495517200000000158e-02,-5.353379300000000313e-02,-5.381891500000000189e-02,1.638590399999999975e-02,3.743301100000000214e-02,-3.733184800000000081e-02,3.552314200000000061e-02,1.808705999999999986e-03,3.991762699999999719e-02,6.008237300000000142e-02,-1.000000000000000056e-01,2.083631299999999867e-02,4.491931799999999975e-02,-6.575563099999999495e-02,4.412519300000000005e-02,3.662061300000000325e-02,-8.074580600000000330e-02
-3.020000000000000115e-02,6.629372199999999937e-02,-3.612004600000000287e-02,8.124088999999999269e-03,5.749866499999999742e-02,-6.562275400000000536e-02,4.105280999999999687e-03,5.485810099999999939e-02,-5.896338100000000221e-02,-1.842158999999999897e-03,4.813553899999999802e-02,-4.629337900000000255e-02,1.006436299999999978e-02,1.003501410000000038e-01,-1.104145049999999961e-01,-2.062275300000000061e-02,7.894208399999999570e-02,-5.831933100000000203e-02,-6.605687300000000206e-02,1.614568449999999877e-01,-9.539997299999999902e-02,3.888592200000000332e-02,6.089872400000000130e-02,-9.978464700000000409e-02,3.893144500000000202e-02,6.106855499999999659e-02,-1.000000000000000056e-01,2.059579799999999850e-02,6.048636999999999764e-02,-8.108216799999999613e-02
-6.579999999999999738e-02,4.541719100000000259e-02,2.040472499999999856e-02,2.765375999999999945e-03,9.723462400000000561e-02,-1.000000000000000056e-01,2.580067000000000124e-03,2.773210400000000048e-02,-3.031216999999999939e-02,-2.385278500000000135e-02,1.135582960000000030e-01,-8.970551000000000219e-02,-2.358815800000000143e-02,7.213965799999999540e-02,-4.855150099999999691e-02,-2.062949099999999980e-02,1.359040299999999916e-02,7.039087999999999769e-03,-4.229772799999999972e-02,7.790385999999999839e-03,3.450734200000000335e-02,1.586063999999999877e-02,2.210602600000000084e-02,-3.796666600000000308e-02,4.823911300000000013e-02,5.176088699999999848e-02,-1.000000000000000056e-01,1.071750500000000043e-02,8.624529999999999696e-02,-9.696280499999999913e-02
