1 	 0.000000e+00 
2 	 2.159613e-03 
3 	 6.022994e-04 
4 	 3.086774e-04 
5 	 2.562068e-04 
6 	 2.631738e-04 
7 	 3.379806e-04 
8 	 6.841340e-04 
9 	 1.630732e-03 
10 	 3.059827e-03 
11 	 3.925255e-03 
12 	 3.367691e-03 
13 	 1.990256e-03 
14 	 9.031330e-04 
15 	 4.198129e-04 
16 	 2.819405e-04 
17 	 2.545486e-04 
18 	 2.499450e-04 
19 	 2.486082e-04 
20 	 2.476788e-04 
21 	 2.468268e-04 
22 	 2.459794e-04 
23 	 2.451110e-04 
24 	 2.442259e-04 
25 	 2.433390e-04 
26 	 2.424561e-04 
27 	 2.415669e-04 
28 	 2.406571e-04 
29 	 2.397257e-04 
30 	 2.387899e-04 
31 	 2.378721e-04 
32 	 2.369818e-04 
33 	 2.361083e-04 
34 	 2.352272e-04 
35 	 2.343143e-04 
36 	 2.333571e-04 
37 	 2.323590e-04 
38 	 2.313384e-04 
39 	 2.303198e-04 
40 	 2.293166e-04 
41 	 2.283017e-04 
42 	 2.271650e-04 
43 	 2.256612e-04 
44 	 2.233687e-04 
45 	 2.197229e-04 
46 	 2.142724e-04 
47 	 2.073109e-04 
48 	 2.007065e-04 
49 	 1.979901e-04 
50 	 2.025379e-04 
51 	 2.144064e-04 
52 	 2.289408e-04 
53 	 2.395634e-04 
54 	 2.425049e-04 
55 	 2.387682e-04 
56 	 2.320458e-04 
57 	 2.255867e-04 
58 	 2.208148e-04 
59 	 2.177300e-04 
60 	 2.157872e-04 
61 	 2.144568e-04 
62 	 2.134035e-04 
63 	 2.124706e-04 
64 	 2.116106e-04 
65 	 2.108228e-04 
66 	 2.101139e-04 
67 	 2.094824e-04 
68 	 2.089159e-04 
69 	 2.083942e-04 
70 	 2.078932e-04 
71 	 2.073905e-04 
72 	 2.068703e-04 
73 	 2.063277e-04 
74 	 2.057670e-04 
75 	 2.051966e-04 
76 	 2.046234e-04 
77 	 2.040491e-04 
78 	 2.034732e-04 
79 	 2.028963e-04 
80 	 2.023231e-04 
81 	 2.017615e-04 
82 	 2.012204e-04 
83 	 2.007069e-04 
84 	 2.002240e-04 
85 	 1.997712e-04 
86 	 1.993452e-04 
87 	 1.989410e-04 
88 	 1.985536e-04 
89 	 1.981793e-04 
90 	 1.978165e-04 
91 	 1.974667e-04 
92 	 1.971339e-04 
93 	 1.968232e-04 
94 	 1.965392e-04 
95 	 1.962836e-04 
96 	 1.960542e-04 
97 	 1.958463e-04 
98 	 1.956544e-04 
99 	 1.954748e-04 
100 	 1.953068e-04 
101 	 1.951535e-04 
102 	 1.950200e-04 
103 	 1.949126e-04 
104 	 1.948365e-04 
105 	 1.947958e-04 
106 	 1.947931e-04 
107 	 1.948296e-04 
108 	 1.949060e-04 
109 	 1.950223e-04 
110 	 1.951788e-04 
111 	 1.953760e-04 
112 	 1.956148e-04 
113 	 1.958969e-04 
114 	 1.962242e-04 
115 	 1.965978e-04 
116 	 1.970181e-04 
117 	 1.974834e-04 
118 	 1.979907e-04 
119 	 1.985357e-04 
120 	 1.991144e-04 
121 	 1.997243e-04 
122 	 2.003656e-04 
123 	 2.010418e-04 
124 	 2.017595e-04 
125 	 2.025280e-04 
126 	 2.033579e-04 
127 	 2.042598e-04 
128 	 2.052431e-04 
129 	 2.063149e-04 
130 	 2.074795e-04 
131 	 2.087372e-04 
132 	 2.100841e-04 
133 	 2.115100e-04 
134 	 2.129964e-04 
135 	 2.145128e-04 
136 	 2.160118e-04 
137 	 2.174235e-04 
138 	 2.186486e-04 
139 	 2.195531e-04 
140 	 2.199652e-04 
141 	 2.196765e-04 
142 	 2.184506e-04 
143 	 2.160383e-04 
144 	 2.122021e-04 
145 	 2.067452e-04 
146 	 1.995434e-04 
147 	 1.905729e-04 
148 	 1.799293e-04 
149 	 1.678319e-04 
150 	 1.546114e-04 
151 	 1.406817e-04 
152 	 1.264989e-04 
153 	 1.125158e-04 
154 	 9.913826e-05 
155 	 8.669102e-05 
156 	 7.539738e-05 
157 	 6.537444e-05 
158 	 5.664216e-05 
159 	 4.914219e-05 
160 	 4.276189e-05 
161 	 3.735855e-05 
162 	 3.278034e-05 
163 	 2.888198e-05 
164 	 2.553466e-05 
165 	 2.263068e-05 
166 	 2.008417e-05 
167 	 1.782928e-05 
168 	 1.581699e-05 
169 	 1.401151e-05 
170 	 1.238701e-05 
171 	 1.092463e-05 
172 	 9.610341e-06 
173 	 8.433169e-06 
174 	 7.384116e-06 
175 	 6.455443e-06 
176 	 5.640385e-06 
177 	 4.933274e-06 
178 	 4.330135e-06 
179 	 3.829932e-06 
180 	 3.436769e-06 
181 	 3.163510e-06 
182 	 3.037533e-06 
183 	 3.109588e-06 
184 	 3.467007e-06 
185 	 4.252756e-06 
186 	 5.691800e-06 
187 	 8.125892e-06 
188 	 1.205677e-05 
189 	 1.819584e-05 
190 	 2.751515e-05 
191 	 4.129068e-05 
192 	 6.112423e-05 
193 	 8.892644e-05 
194 	 1.268417e-04 
195 	 1.770981e-04 
196 	 2.417726e-04 
197 	 3.224768e-04 
198 	 4.199855e-04 
