cases		6 MeV		6.5 MeV		7.0 MeV		11.0 MeV
1		2.194E-05	2.553E-05	4.024E-05	4.847E-04
2		2.230E-05	2.972E-05	4.468E-05	5.042E-04
3		2.300E-05	3.816E-05	5.284E-05	5.430E-04
4		2.364E-05	4.681E-05	6.125E-05	5.819E-04
5		2.640E-05	5.513E-05	7.505E-05	7.291E-04
6		3.276E-05	5.828E-05	9.351E-05	1.018E-03
7		1.587E-05	6.044E-05	5.370E-05	2.661E-04
8		1.843E-05	6.042E-05	5.971E-05	3.728E-04
9		2.065E-05	6.027E-05	6.511E-05	4.810E-04
10		2.326E-05	5.981E-05	7.053E-05	5.879E-04
